Soil_Type;Soil_pH;Soil_Moisture;Organic_Carbon;Electrical_Conductivity;Nitrogen_Level;Phosphorus_Level;Potassium_Level;Temperature;Humidity;Rainfall;Crop_Type;Crop_Growth_Stage;Season;Irrigation_Type;Previous_Crop;Region;Fertilizer_Used_Last_Season;Yield_Last_Season;Recommended_Fertilizer
Silt;707;4282;22;84;116;71;65;3955;8659;262803;Maize;Sowing;Zaid;Rainfed;Cotton;West;21297;33;Urea
Clay;794;2952;117;142;71;26;112;1423;4988;134554;Wheat;Sowing;Rabi;Sprinkler;Rice;North;23459;108;DAP
Loamy;645;2754;45;95;85;86;90;2888;837;139608;Wheat;Sowing;Zaid;Sprinkler;Rice;East;17731;348;MOP
Sandy;504;3158;127;281;134;29;61;3841;3559;114555;Wheat;Sowing;Rabi;Canal;Cotton;East;25638;607;DAP
Silt;566;4715;66;273;107;35;86;3231;419;9293;Potato;Vegetative;Zaid;Canal;Tomato;East;5454;783;DAP
Clay;715;3507;64;55;81;68;111;2008;3474;152091;Potato;Sowing;Rabi;Drip;Maize;South;22431;109;MOP
Loamy;695;507;22;249;38;34;110;1358;4794;226245;Tomato;Sowing;Zaid;Drip;Potato;West;9446;181;Urea
Silt;662;4726;148;214;21;27;89;3891;8243;123033;Cotton;Harvest;Zaid;Canal;Rice;North;14982;468;Urea
Clay;723;1102;10;293;74;38;37;1216;3956;8350;Cotton;Vegetative;Rabi;Drip;Wheat;East;25608;176;DAP
Silt;705;4151;75;144;98;76;107;3926;4349;20480;Cotton;Flowering;Zaid;Drip;Tomato;North;25122;135;SSP
Clay;803;3183;33;219;30;44;105;1911;4297;246397;Rice;Harvest;Rabi;Sprinkler;Sugarcane;North;16411;411;Urea
Silt;684;3283;111;16;104;24;33;3581;4648;26106;Tomato;Flowering;Zaid;Rainfed;Sugarcane;East;578;603;DAP
Loamy;761;5092;57;3;46;60;46;2663;3112;197077;Potato;Harvest;Zaid;Drip;Wheat;Central;14423;335;Urea
Loamy;549;3738;148;24;41;12;71;3738;5543;272259;Sugarcane;Flowering;Rabi;Sprinkler;Wheat;West;13538;243;Urea
Sandy;721;5428;144;45;22;30;14;228;8858;44754;Sugarcane;Sowing;Rabi;Rainfed;Rice;East;10018;342;Urea
Silt;811;4564;116;96;22;70;53;3549;5689;271792;Rice;Harvest;Kharif;Drip;Maize;South;8271;191;Urea
Sandy;604;3764;146;85;62;12;96;1715;788;52972;Tomato;Vegetative;Kharif;Canal;Maize;North;12919;349;DAP
Silt;762;4773;34;221;108;62;59;240;6429;299113;Sugarcane;Harvest;Zaid;Canal;Rice;North;15279;445;NPK
Clay;74;1192;56;218;56;44;94;3539;3089;163291;Sugarcane;Harvest;Kharif;Rainfed;Cotton;North;23186;152;Urea
Clay;474;1135;53;292;113;59;10;1355;6513;224394;Potato;Flowering;Zaid;Sprinkler;Potato;South;19192;484;MOP
Sandy;683;1417;29;10;58;17;73;3186;8679;37578;Tomato;Vegetative;Kharif;Rainfed;Sugarcane;East;19074;456;Urea
Silt;502;3188;146;282;84;57;86;2311;6321;48693;Maize;Sowing;Kharif;Sprinkler;Wheat;West;2619;388;Compost
Sandy;837;2177;28;188;62;12;117;254;6168;289724;Sugarcane;Harvest;Rabi;Sprinkler;Maize;East;27537;535;DAP
Loamy;775;5921;131;154;40;63;81;2737;7021;29679;Rice;Flowering;Zaid;Rainfed;Cotton;Central;14983;754;Urea
Sandy;494;3711;12;204;29;84;10;1827;8225;97598;Cotton;Sowing;Rabi;Rainfed;Sugarcane;South;26082;328;Urea
Sandy;499;4312;69;214;64;11;24;1289;6389;115738;Maize;Sowing;Rabi;Rainfed;Wheat;West;25511;193;DAP
Clay;688;2394;22;6;112;42;83;1056;5439;22793;Sugarcane;Sowing;Kharif;Rainfed;Rice;West;10642;618;MOP
Sandy;588;2609;21;228;22;81;10;2293;3222;287684;Tomato;Sowing;Rabi;Drip;Cotton;Central;6245;275;Urea
Silt;464;2677;47;22;62;21;87;1807;3666;276941;Tomato;Harvest;Kharif;Drip;Wheat;Central;28046;607;DAP
Clay;667;4494;84;299;60;28;118;2899;6892;52467;Rice;Flowering;Kharif;Canal;Tomato;South;29626;294;DAP
Sandy;605;3369;8;274;140;27;61;3148;6714;122217;Wheat;Vegetative;Zaid;Canal;Tomato;East;19941;18;DAP
Loamy;49;3588;96;209;126;59;115;2511;4434;290663;Wheat;Flowering;Zaid;Rainfed;Rice;North;1356;80;Compost
Sandy;771;396;12;217;28;31;110;2857;7314;55221;Potato;Flowering;Zaid;Rainfed;Wheat;North;21532;471;Urea
Sandy;816;4844;69;284;143;39;50;2682;4678;264645;Potato;Flowering;Rabi;Sprinkler;Rice;West;6305;62;DAP
Sandy;753;1452;41;29;132;15;72;1014;483;76475;Maize;Vegetative;Zaid;Rainfed;Tomato;Central;23794;374;DAP
Clay;779;4884;124;25;140;10;55;3525;3368;39132;Potato;Sowing;Rabi;Drip;Potato;West;10176;736;DAP
Silt;537;3816;63;233;66;18;30;1179;6302;5981;Potato;Harvest;Zaid;Rainfed;Rice;South;740;679;DAP
Loamy;555;4345;57;42;47;61;74;2231;4726;218763;Tomato;Sowing;Kharif;Canal;Tomato;West;27515;681;Urea
Sandy;533;2638;119;251;94;89;100;1333;7914;58445;Wheat;Sowing;Rabi;Canal;Sugarcane;East;18957;659;Compost
Silt;756;3047;141;83;113;38;61;2987;7809;21047;Rice;Flowering;Zaid;Rainfed;Potato;East;17255;508;DAP
Silt;829;2156;139;173;158;71;40;1977;3771;237194;Potato;Flowering;Zaid;Sprinkler;Cotton;North;20427;437;Zinc Sulphate
Clay;737;5896;38;128;48;38;80;1213;396;20354;Wheat;Flowering;Rabi;Canal;Tomato;South;29871;557;Urea
Loamy;803;3485;85;11;76;14;91;1136;4926;265883;Wheat;Vegetative;Kharif;Sprinkler;Maize;Central;9813;292;DAP
Clay;705;598;32;10;93;31;45;1711;6485;181751;Sugarcane;Harvest;Rabi;Sprinkler;Sugarcane;North;10271;477;DAP
Silt;605;3449;145;258;138;58;33;3002;5055;3276;Rice;Flowering;Zaid;Rainfed;Maize;West;22667;576;MOP
Silt;62;2099;48;233;78;17;47;3155;5102;26044;Rice;Flowering;Zaid;Canal;Sugarcane;West;25652;164;DAP
Silt;48;3537;46;162;54;87;108;1385;384;239886;Rice;Vegetative;Zaid;Sprinkler;Rice;East;28417;629;Urea
Clay;463;1198;136;203;55;77;77;1417;5014;269179;Tomato;Flowering;Kharif;Sprinkler;Sugarcane;West;2499;431;Urea
Loamy;728;5524;146;296;96;49;11;278;5822;244081;Potato;Flowering;Zaid;Rainfed;Tomato;Central;18102;765;MOP
Sandy;625;5093;111;125;77;33;108;3872;8908;12473;Potato;Sowing;Rabi;Rainfed;Rice;East;22856;765;DAP
Clay;671;4629;36;17;21;85;91;2659;8028;20538;Cotton;Sowing;Zaid;Canal;Cotton;North;18342;69;Urea
Silt;673;4049;83;165;47;22;75;3135;7758;41783;Rice;Vegetative;Kharif;Sprinkler;Wheat;Central;21399;397;Urea
Clay;561;3899;126;281;89;59;100;2726;6359;221106;Sugarcane;Harvest;Kharif;Sprinkler;Rice;East;6934;604;Compost
Silt;64;5984;94;112;82;54;66;1315;5161;89885;Wheat;Vegetative;Rabi;Drip;Maize;East;21144;256;NPK
Sandy;638;239;37;296;79;13;72;3839;8142;281606;Wheat;Harvest;Zaid;Sprinkler;Tomato;West;12956;302;DAP
Sandy;605;4898;42;98;109;72;113;1216;5085;114558;Wheat;Sowing;Zaid;Sprinkler;Rice;North;18463;504;Urea
Loamy;778;3907;132;42;123;74;80;328;6557;115001;Rice;Vegetative;Kharif;Canal;Rice;South;8373;617;NPK
Silt;63;5879;89;65;135;36;50;3938;4543;100171;Rice;Sowing;Kharif;Sprinkler;Tomato;East;18724;406;DAP
Loamy;691;5139;112;134;62;72;104;1957;7658;197383;Tomato;Vegetative;Rabi;Rainfed;Maize;Central;21626;652;NPK
Loamy;808;5993;68;198;152;20;114;1515;6087;47125;Tomato;Sowing;Rabi;Drip;Rice;West;10006;546;DAP
Sandy;796;3942;89;16;35;51;107;2699;8371;3498;Maize;Flowering;Zaid;Canal;Rice;West;7452;322;Urea
Clay;806;2023;147;119;71;47;16;3385;6413;214915;Tomato;Vegetative;Rabi;Sprinkler;Maize;North;14427;296;MOP
Clay;558;3518;63;173;90;79;66;3848;3986;284771;Potato;Flowering;Rabi;Sprinkler;Wheat;Central;16363;652;DAP
Loamy;464;4556;108;253;22;71;54;3081;8958;228243;Maize;Flowering;Kharif;Drip;Cotton;West;20979;31;Urea
Sandy;554;4872;42;253;108;13;102;2008;6012;89961;Maize;Sowing;Kharif;Rainfed;Rice;Central;9436;249;DAP
Silt;561;1003;36;221;157;43;17;2483;4504;121404;Cotton;Harvest;Kharif;Rainfed;Rice;West;1675;611;MOP
Clay;814;3525;122;286;70;35;106;3284;4976;76946;Maize;Vegetative;Rabi;Rainfed;Tomato;South;27911;145;DAP
Loamy;71;2176;13;181;152;63;12;3364;3727;211546;Tomato;Vegetative;Kharif;Rainfed;Wheat;Central;15395;248;MOP
Clay;483;5375;107;12;137;36;113;1223;3444;86457;Sugarcane;Flowering;Kharif;Drip;Wheat;Central;9311;694;DAP
Clay;504;1765;41;94;159;48;41;2841;5703;179964;Rice;Vegetative;Rabi;Sprinkler;Cotton;East;2604;48;Compost
Silt;512;4332;51;105;78;30;92;3902;8711;255051;Potato;Harvest;Kharif;Rainfed;Tomato;Central;15584;48;DAP
Sandy;702;233;138;169;71;63;77;3356;3738;164595;Cotton;Harvest;Kharif;Canal;Tomato;West;20757;701;Compost
Silt;744;2783;58;272;66;65;19;1022;8416;186176;Sugarcane;Flowering;Zaid;Drip;Rice;East;27031;669;MOP
Sandy;794;5703;126;253;124;72;27;1675;778;291077;Wheat;Sowing;Rabi;Drip;Cotton;East;20559;65;MOP
Clay;826;2202;57;77;68;51;92;2335;7839;109377;Tomato;Harvest;Zaid;Canal;Wheat;Central;26086;349;Zinc Sulphate
Loamy;531;1475;142;161;75;35;62;3119;726;243278;Maize;Flowering;Kharif;Rainfed;Wheat;East;21269;239;DAP
Silt;574;1346;139;201;50;78;85;2666;6551;212307;Maize;Sowing;Zaid;Canal;Rice;Central;25363;482;Urea
Sandy;546;3523;26;296;89;29;20;1232;3728;51686;Tomato;Flowering;Kharif;Canal;Potato;Central;16416;488;DAP
Clay;594;4209;12;19;95;81;41;3215;6454;297131;Rice;Sowing;Rabi;Canal;Maize;East;29499;132;DAP
Sandy;816;2636;42;145;100;62;15;3516;5112;213082;Sugarcane;Flowering;Kharif;Canal;Sugarcane;West;18565;394;MOP
Sandy;68;4451;48;297;93;78;47;1617;3632;23903;Sugarcane;Vegetative;Kharif;Drip;Wheat;East;22055;476;NPK
Sandy;745;1305;8;293;128;77;64;1202;7823;222258;Potato;Vegetative;Kharif;Canal;Rice;North;9802;44;NPK
Clay;646;5287;95;106;24;14;37;3373;6279;5749;Potato;Flowering;Rabi;Canal;Maize;Central;15305;788;Urea
Loamy;462;5083;62;1;23;25;35;2921;747;102127;Potato;Harvest;Zaid;Sprinkler;Potato;South;16651;248;Urea
Loamy;476;5927;95;18;149;18;81;3411;5877;117545;Potato;Sowing;Zaid;Drip;Cotton;South;25658;21;DAP
Loamy;665;5683;42;261;75;34;83;270;631;106735;Maize;Vegetative;Rabi;Rainfed;Cotton;South;24345;718;DAP
Sandy;738;2781;23;104;155;66;95;2286;7274;228446;Maize;Harvest;Rabi;Canal;Cotton;South;18563;755;Urea
Clay;536;2996;94;281;35;47;107;3889;4482;230914;Sugarcane;Sowing;Zaid;Sprinkler;Maize;Central;25129;702;Urea
Sandy;739;473;87;106;43;17;118;334;8082;167971;Tomato;Flowering;Zaid;Rainfed;Sugarcane;Central;25277;73;Urea
Loamy;774;167;11;187;74;74;95;2236;5526;178765;Sugarcane;Harvest;Zaid;Canal;Maize;East;21493;449;SSP
Loamy;615;257;104;219;88;40;31;3723;7251;10781;Wheat;Sowing;Kharif;Rainfed;Maize;East;28564;72;MOP
Clay;749;1593;137;11;79;42;15;398;4956;26497;Maize;Vegetative;Kharif;Canal;Wheat;South;26417;448;MOP
Sandy;612;3274;8;112;39;64;104;1925;7215;118481;Maize;Sowing;Kharif;Canal;Potato;Central;10435;372;Urea
Silt;721;376;21;146;73;78;45;3677;3261;22638;Tomato;Flowering;Kharif;Drip;Rice;East;13627;226;MOP
Silt;756;2056;102;252;156;45;20;1136;8576;262141;Tomato;Sowing;Rabi;Canal;Maize;East;8161;634;MOP
Loamy;847;1133;108;39;99;33;91;1643;7721;199417;Sugarcane;Vegetative;Rabi;Drip;Cotton;East;15599;514;DAP
Clay;588;4597;88;193;89;70;43;1483;6989;294196;Potato;Sowing;Kharif;Sprinkler;Wheat;Central;13495;355;Compost
Sandy;614;110;11;206;153;37;12;207;4943;71217;Potato;Sowing;Kharif;Rainfed;Cotton;North;24604;12;DAP
Sandy;516;5867;62;172;54;69;114;2688;8056;204191;Rice;Sowing;Kharif;Canal;Tomato;South;25107;57;Urea
Loamy;532;2108;39;281;124;88;59;316;7606;72619;Sugarcane;Harvest;Zaid;Sprinkler;Rice;East;16425;591;Compost
Loamy;727;432;106;185;150;82;111;3708;5719;198914;Maize;Sowing;Rabi;Drip;Tomato;East;17746;154;Compost
Sandy;817;3174;52;194;40;48;45;1476;4185;157699;Wheat;Flowering;Rabi;Canal;Tomato;South;26884;50;Urea
Sandy;608;1298;79;184;154;40;90;2735;4053;206111;Maize;Vegetative;Zaid;Drip;Wheat;Central;18249;368;NPK
Loamy;522;3361;84;219;97;10;103;2664;5929;22309;Cotton;Sowing;Rabi;Drip;Rice;West;28292;56;DAP
Sandy;564;3584;82;49;41;22;64;2375;770;166393;Tomato;Sowing;Rabi;Sprinkler;Maize;South;25891;346;Urea
Silt;632;5273;98;269;108;75;39;3084;7287;158251;Tomato;Harvest;Rabi;Canal;Wheat;South;16314;61;MOP
Loamy;566;4662;24;22;86;51;71;254;5961;39518;Potato;Vegetative;Zaid;Canal;Rice;West;28377;192;NPK
Sandy;543;1397;149;196;152;46;62;2651;4227;121848;Maize;Flowering;Zaid;Sprinkler;Potato;West;24604;287;Compost
Loamy;744;2046;113;188;134;66;116;371;4435;104548;Maize;Vegetative;Rabi;Canal;Cotton;South;28931;56;NPK
Clay;453;2559;75;7;78;44;59;3581;3346;195162;Maize;Harvest;Zaid;Drip;Tomato;East;10222;668;Compost
Loamy;666;1582;45;22;156;46;104;2732;4061;97272;Tomato;Sowing;Zaid;Canal;Tomato;West;22268;636;SSP
Loamy;768;3284;3;5;121;84;41;1469;3077;85062;Sugarcane;Flowering;Zaid;Sprinkler;Maize;North;28022;414;Urea
Clay;556;5922;107;89;56;29;92;3876;7047;257631;Rice;Harvest;Kharif;Drip;Potato;North;5051;311;Urea
Silt;691;3573;61;266;87;75;18;2868;6529;251966;Tomato;Flowering;Rabi;Drip;Tomato;South;7433;393;MOP
Sandy;718;4709;5;258;104;89;25;3422;8928;111993;Maize;Vegetative;Kharif;Rainfed;Tomato;East;8031;412;MOP
Clay;712;4415;69;29;43;32;47;1165;7577;44001;Maize;Vegetative;Kharif;Rainfed;Wheat;West;15152;181;Urea
Loamy;628;525;97;94;143;64;28;369;4477;159325;Maize;Sowing;Zaid;Sprinkler;Potato;South;26877;247;MOP
Sandy;589;2079;107;268;145;66;103;308;7247;146351;Maize;Harvest;Rabi;Sprinkler;Maize;West;16983;251;Urea
Clay;784;4769;104;79;68;59;45;3056;3073;263556;Tomato;Sowing;Rabi;Canal;Potato;North;7032;29;Zinc Sulphate
Sandy;753;5407;132;299;155;47;20;133;8917;173142;Maize;Flowering;Kharif;Canal;Wheat;East;10461;45;MOP
Sandy;579;1858;48;84;94;56;88;3139;6687;283976;Wheat;Flowering;Zaid;Canal;Wheat;North;13741;271;SSP
Clay;491;2734;103;224;129;39;97;123;3718;155337;Potato;Flowering;Kharif;Rainfed;Sugarcane;Central;27028;718;DAP
Sandy;479;5851;33;131;25;77;114;1167;5991;206842;Sugarcane;Vegetative;Rabi;Sprinkler;Wheat;North;10018;741;Urea
Silt;488;4904;91;5;59;52;72;1976;8644;154318;Sugarcane;Harvest;Kharif;Sprinkler;Rice;West;22596;791;Urea
Clay;683;2413;96;84;100;36;94;107;8098;109912;Maize;Vegetative;Kharif;Sprinkler;Rice;Central;2623;216;DAP
Silt;471;382;48;206;128;73;52;1479;4794;27688;Potato;Sowing;Rabi;Rainfed;Rice;North;17823;607;Compost
Loamy;585;3022;71;108;70;15;83;3178;5377;242132;Tomato;Flowering;Kharif;Drip;Maize;Central;20392;716;DAP
Sandy;751;345;128;185;21;40;115;3505;8121;272879;Wheat;Harvest;Zaid;Canal;Sugarcane;North;18491;144;Urea
Loamy;568;2776;39;7;69;85;98;1539;840;225406;Cotton;Flowering;Kharif;Sprinkler;Rice;East;24035;675;Compost
Loamy;755;2397;76;14;102;38;105;347;8488;96261;Cotton;Sowing;Kharif;Canal;Cotton;North;1807;512;DAP
Sandy;748;4374;141;159;64;12;42;2442;8687;248747;Wheat;Flowering;Rabi;Sprinkler;Maize;North;28568;311;DAP
Clay;548;4893;86;13;52;29;58;3874;6003;191601;Tomato;Vegetative;Kharif;Sprinkler;Tomato;North;2663;51;Urea
Sandy;742;537;114;67;147;89;60;1418;8169;211223;Potato;Flowering;Kharif;Drip;Sugarcane;East;23749;476;Zinc Sulphate
Loamy;749;1777;127;144;117;67;59;1161;5082;38555;Cotton;Vegetative;Kharif;Drip;Maize;East;13309;631;NPK
Loamy;609;5114;46;211;54;66;33;3535;8029;182914;Sugarcane;Vegetative;Rabi;Rainfed;Sugarcane;North;20077;24;Urea
Clay;534;2274;48;29;104;80;30;2086;5085;177121;Tomato;Sowing;Rabi;Sprinkler;Maize;West;8216;247;MOP
Sandy;659;3137;119;239;107;13;35;2372;665;205267;Cotton;Vegetative;Zaid;Sprinkler;Potato;East;14911;16;DAP
Loamy;819;5507;118;57;120;51;90;2535;5811;236057;Potato;Harvest;Zaid;Canal;Tomato;Central;18538;51;Zinc Sulphate
Silt;706;3273;28;89;79;43;28;3476;8358;133298;Maize;Vegetative;Zaid;Drip;Maize;Central;13665;608;MOP
Loamy;519;1985;62;33;48;27;76;1228;3399;63393;Potato;Flowering;Rabi;Rainfed;Rice;West;728;447;Urea
Loamy;723;1799;72;49;37;74;86;2653;8693;278683;Tomato;Vegetative;Kharif;Rainfed;Rice;North;12817;484;Urea
Clay;621;3365;128;83;67;34;75;2292;5773;23744;Rice;Harvest;Rabi;Rainfed;Rice;East;28063;311;DAP
Silt;687;4813;75;68;30;54;50;2021;5888;171303;Wheat;Vegetative;Rabi;Sprinkler;Cotton;West;20236;415;Urea
Loamy;744;5986;14;72;150;23;73;2044;7967;119268;Rice;Sowing;Kharif;Rainfed;Potato;North;9911;705;DAP
Loamy;656;4937;15;77;35;20;118;3791;6997;295512;Potato;Sowing;Zaid;Rainfed;Wheat;South;24898;702;Urea
Silt;776;5385;121;97;60;61;105;1804;8722;46168;Tomato;Harvest;Kharif;Sprinkler;Wheat;Central;27647;679;MOP
Sandy;739;4739;107;46;62;17;42;2364;628;281692;Wheat;Flowering;Kharif;Sprinkler;Sugarcane;West;18981;186;DAP
Sandy;696;5477;71;91;110;69;41;2478;6352;133161;Wheat;Flowering;Rabi;Canal;Cotton;East;15817;781;Urea
Loamy;51;1381;29;21;50;51;115;316;883;47111;Wheat;Sowing;Kharif;Canal;Sugarcane;South;14002;158;Urea
Loamy;784;565;95;79;47;25;34;2557;8559;126169;Tomato;Harvest;Zaid;Rainfed;Tomato;South;9122;779;Urea
Sandy;824;2982;67;6;70;48;69;2864;4252;229903;Potato;Flowering;Kharif;Canal;Sugarcane;South;6382;583;Zinc Sulphate
Clay;505;5608;66;3;46;51;12;2196;4842;138936;Sugarcane;Flowering;Zaid;Sprinkler;Cotton;North;10415;729;Urea
Silt;645;1379;109;155;28;27;115;3156;6752;15805;Sugarcane;Vegetative;Zaid;Rainfed;Tomato;Central;17088;604;Urea
Silt;554;4576;8;254;140;16;60;2398;8636;250569;Wheat;Flowering;Kharif;Sprinkler;Cotton;East;6292;65;DAP
Clay;752;4678;118;27;143;13;16;1668;638;192346;Maize;Flowering;Zaid;Rainfed;Cotton;East;29479;739;DAP
Clay;739;5985;72;167;79;83;70;3451;7397;207063;Cotton;Sowing;Zaid;Canal;Wheat;North;22379;745;Compost
Clay;506;4844;4;199;76;39;34;3296;3564;63125;Potato;Vegetative;Kharif;Drip;Tomato;West;13588;283;DAP
Clay;801;2913;8;182;133;59;96;2882;6136;90687;Maize;Flowering;Rabi;Rainfed;Potato;North;15705;80;Zinc Sulphate
Clay;522;3786;144;265;87;54;101;2566;3886;135152;Sugarcane;Sowing;Kharif;Canal;Sugarcane;North;29717;507;Compost
Clay;769;2833;124;261;70;40;85;1625;4564;50752;Potato;Flowering;Zaid;Rainfed;Wheat;North;13839;737;DAP
Silt;633;198;47;27;77;55;17;3605;3998;98151;Potato;Sowing;Rabi;Drip;Cotton;South;8842;319;MOP
Clay;581;2243;71;115;67;63;108;1292;3995;253377;Wheat;Vegetative;Zaid;Rainfed;Potato;South;15875;36;NPK
Sandy;513;211;141;205;78;55;34;215;895;26198;Sugarcane;Flowering;Zaid;Sprinkler;Cotton;South;9968;275;MOP
Clay;517;3744;36;286;95;14;103;3558;4789;34261;Cotton;Harvest;Zaid;Rainfed;Maize;North;19693;722;DAP
Clay;715;5531;53;243;66;19;72;2787;6393;212373;Rice;Sowing;Kharif;Rainfed;Maize;South;14518;572;DAP
Silt;67;5564;54;61;130;32;41;2316;3121;128119;Rice;Vegetative;Rabi;Rainfed;Wheat;North;11605;137;DAP
Silt;499;1274;94;91;131;16;109;3374;7838;236448;Maize;Flowering;Rabi;Canal;Maize;Central;12322;322;DAP
Clay;495;1399;73;231;91;67;41;3969;7081;280916;Potato;Harvest;Zaid;Drip;Maize;South;29054;173;Compost
Silt;479;2226;3;147;140;56;62;1566;4373;94684;Tomato;Sowing;Kharif;Sprinkler;Maize;West;14427;379;Compost
Loamy;748;2275;102;169;114;30;34;1152;3216;30356;Wheat;Flowering;Rabi;Drip;Rice;Central;28452;705;DAP
Silt;735;1474;33;187;21;40;35;2389;4647;147659;Tomato;Vegetative;Rabi;Canal;Sugarcane;East;18797;394;Urea
Silt;473;2942;99;4;98;36;17;1862;6771;289982;Tomato;Vegetative;Zaid;Canal;Sugarcane;West;19073;13;DAP
Silt;674;3939;86;258;59;38;78;300;3091;17272;Sugarcane;Flowering;Rabi;Sprinkler;Sugarcane;West;7105;327;Urea
Silt;484;3891;84;26;67;19;116;2483;3452;125685;Maize;Sowing;Zaid;Drip;Sugarcane;South;29432;602;DAP
Sandy;811;3717;29;146;76;81;11;2497;5456;174561;Maize;Vegetative;Kharif;Canal;Tomato;South;18113;435;MOP
Sandy;813;2693;103;192;31;18;28;2065;4056;66302;Maize;Vegetative;Rabi;Rainfed;Cotton;North;26289;619;Urea
Sandy;729;4532;76;201;87;20;76;1632;6791;230376;Cotton;Harvest;Zaid;Rainfed;Maize;East;22213;621;DAP
Clay;82;5132;73;65;93;31;85;164;4048;210527;Tomato;Sowing;Zaid;Rainfed;Cotton;West;17178;667;DAP
Clay;775;2731;98;43;48;59;112;2161;8962;222754;Tomato;Sowing;Rabi;Canal;Sugarcane;South;22264;659;Urea
Loamy;781;1428;99;16;111;49;105;3046;5615;104643;Potato;Harvest;Kharif;Canal;Sugarcane;West;7749;571;Zinc Sulphate
Sandy;678;2482;22;275;48;75;79;2011;389;247785;Tomato;Flowering;Zaid;Sprinkler;Wheat;West;6449;51;Urea
Clay;572;1687;36;11;102;72;17;1978;3443;270037;Maize;Vegetative;Kharif;Sprinkler;Tomato;North;13881;16;MOP
Silt;537;3337;51;35;134;28;68;2275;5523;287549;Wheat;Sowing;Zaid;Canal;Tomato;Central;9774;233;DAP
Silt;581;178;108;145;126;25;14;3973;7855;198793;Cotton;Vegetative;Kharif;Sprinkler;Tomato;North;27131;70;DAP
Sandy;701;3314;95;32;117;13;86;1274;5633;117489;Rice;Harvest;Rabi;Canal;Tomato;West;12505;684;DAP
Loamy;519;2105;118;35;65;58;40;1884;3846;128501;Rice;Sowing;Rabi;Canal;Tomato;Central;21543;474;Compost
Loamy;553;4694;116;152;39;47;22;1876;5932;178376;Rice;Harvest;Zaid;Canal;Potato;Central;27781;664;Urea
Silt;637;1138;131;158;78;16;10;3924;5024;181129;Potato;Harvest;Kharif;Rainfed;Wheat;East;6547;298;DAP
Loamy;543;3774;69;178;139;64;55;2222;6011;241874;Tomato;Vegetative;Zaid;Drip;Wheat;South;22727;116;Compost
Sandy;685;1847;65;20;55;23;13;2701;5347;4378;Tomato;Flowering;Zaid;Drip;Cotton;Central;5263;367;Urea
Silt;819;1005;128;204;20;85;29;1594;6887;178646;Wheat;Sowing;Rabi;Canal;Maize;Central;26473;696;Urea
Clay;749;5346;51;136;109;43;102;1038;7822;117598;Potato;Vegetative;Zaid;Rainfed;Maize;South;29619;133;NPK
Clay;717;4358;8;197;150;30;41;2018;8319;253505;Wheat;Flowering;Zaid;Drip;Wheat;East;10781;173;DAP
Loamy;683;1495;45;98;63;45;106;2917;7448;118579;Cotton;Flowering;Rabi;Drip;Sugarcane;Central;903;352;Compost
Silt;645;432;139;138;79;72;87;3075;513;150991;Rice;Harvest;Kharif;Sprinkler;Sugarcane;East;17471;345;DAP
Silt;525;4058;73;124;150;51;92;3262;5691;83743;Cotton;Vegetative;Kharif;Canal;Tomato;East;28786;469;Compost
Clay;808;3367;48;105;104;58;12;3582;6851;102805;Rice;Flowering;Zaid;Sprinkler;Sugarcane;Central;12486;462;MOP
Silt;549;3096;11;79;101;80;61;1347;4319;175571;Rice;Flowering;Zaid;Rainfed;Potato;South;1294;126;Compost
Silt;487;5435;52;33;80;19;20;1248;7211;139254;Potato;Harvest;Zaid;Drip;Rice;East;20504;481;DAP
Silt;75;2226;143;157;68;30;18;3363;6899;76422;Rice;Vegetative;Rabi;Canal;Tomato;South;22874;182;DAP
Loamy;52;2992;68;166;63;89;66;2307;6939;152685;Potato;Sowing;Zaid;Canal;Cotton;West;18558;594;Compost
Silt;599;2646;106;107;50;72;71;3841;500;66296;Rice;Sowing;Zaid;Rainfed;Rice;Central;1059;759;Urea
Sandy;461;4856;65;293;91;86;65;383;6609;266884;Tomato;Sowing;Rabi;Sprinkler;Cotton;North;27567;797;Compost
Loamy;505;5582;125;172;108;59;60;1425;4186;278776;Cotton;Flowering;Kharif;Drip;Potato;Central;18065;41;Compost
Silt;519;5249;137;268;65;36;101;3074;4138;8340;Potato;Flowering;Zaid;Canal;Sugarcane;South;28659;554;DAP
Silt;472;4989;122;175;158;17;11;1201;7611;34648;Tomato;Harvest;Zaid;Sprinkler;Cotton;Central;16922;474;DAP
Sandy;713;5934;13;65;123;39;86;221;5277;279569;Wheat;Harvest;Kharif;Drip;Cotton;West;842;224;DAP
Loamy;785;4486;33;293;84;80;108;3525;6268;107347;Rice;Flowering;Kharif;Rainfed;Maize;East;14171;432;Zinc Sulphate
Clay;599;4755;14;267;135;39;104;2383;4756;72628;Maize;Harvest;Kharif;Rainfed;Cotton;North;18584;76;DAP
Clay;80;5914;101;147;47;27;116;1101;4415;277409;Sugarcane;Vegetative;Zaid;Rainfed;Maize;South;9836;463;Urea
Loamy;535;1035;133;8;101;32;87;1721;7679;267136;Wheat;Sowing;Zaid;Rainfed;Sugarcane;South;15151;662;DAP
Silt;58;417;109;75;93;47;24;1259;7765;34886;Tomato;Sowing;Zaid;Sprinkler;Rice;North;7659;507;MOP
Silt;51;4695;46;244;28;39;78;2225;8018;78142;Wheat;Harvest;Kharif;Sprinkler;Maize;Central;27307;442;Urea
